benchmark,index,watch_index,mapper_mode,node,aig_id,level,refs,phase,gate,leaves,cut_leaf_load_avg,fanout_limit,load_drive_ratio,arrival,required,slack,area_flow,u_phase_best,node_sink_pressure_ratio,cut_sink_pressure_ratio,scl_feedback,leaf0_node,leaf0_aig_id,leaf1_node,leaf1_aig_id,leaf2_node,leaf2_aig_id,leaf3_node,leaf3_aig_id,leaf4_node,leaf4_aig_id,leaf5_node,leaf5_aig_id
benchmarks/ode.abc.blif,13,0,2,2417,5219,36,1,0,A2O1A1Ixp33_ASAP7_75t_L,4,3.250,1,3.250,171.059998,-1.000000,0.000000,0.000000,1,2.818,2.818,0.627,1177,3153,1668,4470,2414,5216,2416,5218,-1,-1,-1,-1
benchmarks/ode.abc.blif,14,0,2,2417,5219,36,1,1,O2A1O1Ixp33_ASAP7_75t_L,4,3.250,1,3.250,162.369995,162.400009,0.030014,0.000000,13,2.818,2.818,0.627,1669,4471,2334,5204,2411,5215,2416,5218,-1,-1,-1,-1
benchmarks/ode.abc.blif,15,0,3,2417,5219,36,1,0,A2O1A1Ixp33_ASAP7_75t_L,4,3.250,1,3.250,171.059998,-1.000000,0.000000,0.000000,1,2.818,2.818,0.627,1177,3153,1668,4470,2414,5216,2416,5218,-1,-1,-1,-1
benchmarks/ode.abc.blif,16,0,3,2417,5219,36,1,1,O2A1O1Ixp33_ASAP7_75t_L,4,3.250,1,3.250,162.369995,162.369980,-0.000015,0.000000,13,2.818,2.818,0.627,1669,4471,2334,5204,2411,5215,2416,5218,-1,-1,-1,-1
benchmarks/or1200.abc.blif,1,0,0,9641,11491,7,2,0,A2O1A1Ixp33_ASAP7_75t_L,4,3.250,1,3.250,37.930000,-1.000000,0.000000,5.493999,13,0.000,0.000,0.000,9312,11162,9318,11168,9635,11485,9640,11490,-1,-1,-1,-1
benchmarks/or1200.abc.blif,2,0,0,9641,11491,7,2,1,AOI21xp33_ASAP7_75t_L,3,39.000,2,19.500,37.560001,-1.000000,0.000000,5.124534,1,0.000,0.000,0.000,9319,11169,9635,11485,9640,11490,-1,-1,-1,-1,-1,-1
benchmarks/or1200.abc.blif,3,0,1,9641,11491,7,2,0,A2O1A1Ixp33_ASAP7_75t_L,4,17.250,1,17.250,60.559998,160.950363,100.390366,1.918759,12,0.000,0.000,0.000,619,1193,886,1994,9636,11486,9639,11489,-1,-1,-1,-1
benchmarks/or1200.abc.blif,4,0,1,9641,11491,7,2,1,O2A1O1Ixp33_ASAP7_75t_L,4,17.250,1,17.250,66.919998,410.270111,343.350098,1.868519,3,0.000,0.000,0.000,619,1193,886,1994,9636,11486,9639,11489,-1,-1,-1,-1
benchmarks/or1200.abc.blif,5,0,2,9641,11491,7,2,0,A2O1A1Ixp33_ASAP7_75t_L,4,17.250,1,17.250,60.520000,60.650364,0.130363,0.000000,12,0.000,0.000,0.000,619,1193,886,1994,9636,11486,9639,11489,-1,-1,-1,-1
benchmarks/or1200.abc.blif,6,0,3,9641,11491,7,2,0,A2O1A1Ixp33_ASAP7_75t_L,4,17.250,1,17.250,60.520000,61.370213,0.850212,0.000000,12,0.000,0.000,0.000,619,1193,886,1994,9636,11486,9639,11489,-1,-1,-1,-1
benchmarks/or1200.abc.blif,7,0,0,9641,11491,7,2,0,A2O1A1Ixp33_ASAP7_75t_L,4,3.250,1,3.250,37.930000,-1.000000,0.000000,5.493999,13,1.187,1.196,0.733,9312,11162,9318,11168,9635,11485,9640,11490,-1,-1,-1,-1
benchmarks/or1200.abc.blif,8,0,0,9641,11491,7,2,1,AOI21xp33_ASAP7_75t_L,3,39.000,2,19.500,37.560001,-1.000000,0.000000,5.124534,1,1.187,1.382,0.733,9319,11169,9635,11485,9640,11490,-1,-1,-1,-1,-1,-1
benchmarks/or1200.abc.blif,9,0,1,9641,11491,7,2,0,A2O1A1Ixp33_ASAP7_75t_L,4,17.250,1,17.250,60.559998,160.950363,100.390366,1.918759,12,1.187,1.879,0.733,619,1193,886,1994,9636,11486,9639,11489,-1,-1,-1,-1
benchmarks/or1200.abc.blif,10,0,1,9641,11491,7,2,1,O2A1O1Ixp33_ASAP7_75t_L,4,17.250,1,17.250,66.919998,410.270111,343.350098,1.868519,3,1.187,1.879,0.733,619,1193,886,1994,9636,11486,9639,11489,-1,-1,-1,-1
benchmarks/or1200.abc.blif,11,0,2,9641,11491,7,2,0,A2O1A1Ixp33_ASAP7_75t_L,4,17.250,1,17.250,60.520000,60.650364,0.130363,0.000000,12,1.187,1.879,0.733,619,1193,886,1994,9636,11486,9639,11489,-1,-1,-1,-1
benchmarks/or1200.abc.blif,12,0,3,9641,11491,7,2,0,A2O1A1Ixp33_ASAP7_75t_L,4,17.250,1,17.250,60.520000,61.370213,0.850212,0.000000,12,1.187,1.879,0.733,619,1193,886,1994,9636,11486,9639,11489,-1,-1,-1,-1
benchmarks/syn2.abc.blif,1,0,0,14582,18002,3,5,0,NAND2xp33_ASAP7_75t_L,2,13.000,5,2.600,29.340000,-1.000000,0.000000,1.185787,0,0.000,0.000,0.000,14422,17827,14447,17848,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,2,0,0,14582,18002,3,5,1,NOR2xp33_ASAP7_75t_L,2,13.000,5,2.600,25.640001,-1.000000,0.000000,1.109413,3,0.000,0.000,0.000,14422,17827,14447,17848,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,3,0,1,14582,18002,3,5,0,NAND2xp33_ASAP7_75t_L,2,13.000,5,2.600,31.070002,32.630013,1.560011,1.120471,0,0.000,0.000,0.000,14422,17827,14447,17848,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,4,0,1,14582,18002,3,5,1,NOR2xp33_ASAP7_75t_L,2,13.000,5,2.600,25.640001,27.970030,2.330029,1.075900,3,0.000,0.000,0.000,14422,17827,14447,17848,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,5,0,2,14582,18002,3,5,0,NAND2xp33_ASAP7_75t_L,2,13.000,5,2.600,31.070002,35.950005,4.880003,0.930000,0,0.000,0.000,0.000,14422,17827,14447,17848,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,6,0,2,14582,18002,3,5,1,NOR2xp33_ASAP7_75t_L,2,13.000,5,2.600,25.640001,27.820007,2.180006,0.930000,3,0.000,0.000,0.000,14422,17827,14447,17848,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,7,0,3,14582,18002,3,5,1,NOR2xp33_ASAP7_75t_L,2,13.000,5,2.600,25.919998,27.749994,1.829996,0.930000,3,0.000,0.000,0.000,14422,17827,14447,17848,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,8,0,0,14582,18002,3,5,0,NAND2xp33_ASAP7_75t_L,2,13.000,5,2.600,28.340000,-1.000000,0.000000,1.185787,0,0.000,0.000,0.884,14422,17827,14447,17848,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,9,0,0,14582,18002,3,5,1,NOR2xp33_ASAP7_75t_L,2,13.000,5,2.600,24.299999,-1.000000,0.000000,1.109413,3,0.000,0.000,0.884,14422,17827,14447,17848,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,10,0,1,14582,18002,3,5,0,NAND2xp33_ASAP7_75t_L,2,13.000,5,2.600,29.430000,31.389980,1.959980,1.123325,0,0.000,0.000,0.884,14422,17827,14447,17848,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,11,0,1,14582,18002,3,5,1,NOR2xp33_ASAP7_75t_L,2,13.000,5,2.600,24.299999,26.929985,2.629986,1.075208,3,0.000,0.000,0.884,14422,17827,14447,17848,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,12,0,2,14582,18002,3,5,0,NAND2xp33_ASAP7_75t_L,2,13.000,5,2.600,29.430000,34.529984,5.099983,0.930000,0,0.000,0.000,0.884,14422,17827,14447,17848,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,13,0,2,14582,18002,3,5,1,NOR2xp33_ASAP7_75t_L,2,13.000,5,2.600,24.299999,25.159946,0.859947,0.930000,3,0.000,0.000,0.884,14422,17827,14447,17848,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,14,0,3,14582,18002,3,5,1,NOR2xp33_ASAP7_75t_L,2,13.000,5,2.600,24.590000,26.720034,2.130033,0.930000,3,0.000,0.000,0.884,14422,17827,14447,17848,-1,-1,-1,-1,-1,-1,-1,-1
