benchmark,index,watch_index,mapper_mode,node,aig_id,level,refs,phase,gate,leaves,cut_leaf_load_avg,fanout_limit,load_drive_ratio,arrival,required,slack,area_flow,u_phase_best,node_sink_pressure_ratio,cut_sink_pressure_ratio,scl_feedback,leaf0_node,leaf0_aig_id,leaf1_node,leaf1_aig_id,leaf2_node,leaf2_aig_id,leaf3_node,leaf3_aig_id,leaf4_node,leaf4_aig_id,leaf5_node,leaf5_aig_id
benchmarks/i10.aig,30,0,3,612,855,18,1,1,NOR4xp25_ASAP7_75t_L,4,9.500,1,9.500,70.980003,70.980011,0.000008,1.400000,10,0.000,0.000,0.000,347,572,398,623,430,629,611,854,-1,-1,-1,-1
benchmarks/i10.aig,31,1,3,615,861,20,2,0,OAI22xp33_ASAP7_75t_L,4,1.250,1,1.250,81.550003,81.560013,0.010010,1.400000,0,0.000,0.000,0.000,534,751,572,795,606,850,612,855,-1,-1,-1,-1
benchmarks/i10.aig,32,1,3,615,861,20,2,1,AOI22xp33_ASAP7_75t_L,4,1.250,1,1.250,82.290009,82.340012,0.050003,1.400000,15,0.000,0.000,0.000,534,751,572,795,606,850,612,855,-1,-1,-1,-1
benchmarks/ode.abc.blif,1,0,0,2417,5219,36,1,0,A2O1A1Ixp33_ASAP7_75t_L,4,3.250,1,3.250,163.529999,-1.000000,0.000000,1202.093140,2,0.000,0.000,0.000,1669,4471,2334,5204,2411,5215,2416,5218,-1,-1,-1,-1
benchmarks/ode.abc.blif,2,0,0,2417,5219,36,1,1,O2A1O1Ixp33_ASAP7_75t_L,4,3.250,1,3.250,162.399994,-1.000000,0.000000,1022.969727,13,0.000,0.000,0.000,1669,4471,2334,5204,2411,5215,2416,5218,-1,-1,-1,-1
benchmarks/ode.abc.blif,3,1,0,2427,5229,39,1,0,OAI211xp5_ASAP7_75t_L,4,4.500,1,4.500,174.000000,-1.000000,0.000000,2054.423340,10,0.000,0.000,0.000,2270,5070,2335,4729,2417,5219,2421,5223,-1,-1,-1,-1
benchmarks/ode.abc.blif,4,1,0,2427,5229,39,1,1,AOI211xp5_ASAP7_75t_L,4,4.500,1,4.500,176.000000,-1.000000,0.000000,2412.618408,5,0.000,0.000,0.000,2270,5070,2335,4729,2417,5219,2421,5223,-1,-1,-1,-1
benchmarks/ode.abc.blif,5,0,1,2417,5219,36,1,0,A2O1A1Ixp33_ASAP7_75t_L,4,3.250,1,3.250,164.730011,165.950027,1.220016,84.630318,2,0.000,0.000,0.000,1669,4471,2334,5204,2411,5215,2416,5218,-1,-1,-1,-1
benchmarks/ode.abc.blif,6,0,1,2417,5219,36,1,1,O2A1O1Ixp33_ASAP7_75t_L,4,3.250,1,3.250,162.399994,162.400009,0.000015,69.111443,13,0.000,0.000,0.000,1669,4471,2334,5204,2411,5215,2416,5218,-1,-1,-1,-1
benchmarks/ode.abc.blif,7,1,1,2427,5229,39,1,0,OAI211xp5_ASAP7_75t_L,4,4.500,1,4.500,174.000000,174.170029,0.170029,44.730148,10,0.000,0.000,0.000,2270,5070,2335,4729,2417,5219,2421,5223,-1,-1,-1,-1
benchmarks/ode.abc.blif,8,1,1,2427,5229,39,1,1,OA211x2_ASAP7_75t_L,4,4.500,1,4.500,177.339996,178.420029,1.080032,45.200150,10,0.000,0.000,0.000,2270,5070,2335,4729,2417,5219,2421,5223,-1,-1,-1,-1
benchmarks/ode.abc.blif,9,0,2,2417,5219,36,1,0,A2O1A1Ixp33_ASAP7_75t_L,4,3.250,1,3.250,171.059998,-1.000000,0.000000,0.000000,1,0.000,0.000,0.000,1177,3153,1668,4470,2414,5216,2416,5218,-1,-1,-1,-1
benchmarks/ode.abc.blif,10,0,2,2417,5219,36,1,1,O2A1O1Ixp33_ASAP7_75t_L,4,3.250,1,3.250,162.369995,162.400009,0.030014,0.000000,13,0.000,0.000,0.000,1669,4471,2334,5204,2411,5215,2416,5218,-1,-1,-1,-1
benchmarks/ode.abc.blif,11,1,2,2427,5229,39,1,0,OAI211xp5_ASAP7_75t_L,4,4.500,1,4.500,173.970001,174.070023,0.100021,1.400000,10,0.000,0.000,0.000,2270,5070,2335,4729,2417,5219,2421,5223,-1,-1,-1,-1
benchmarks/ode.abc.blif,12,1,2,2427,5229,39,1,1,NOR2xp33_ASAP7_75t_L,2,7.500,5,1.500,185.530014,-1.000000,0.000000,0.930000,3,0.000,0.000,0.000,2270,5070,2424,5226,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/ode.abc.blif,13,0,3,2417,5219,36,1,0,A2O1A1Ixp33_ASAP7_75t_L,4,3.250,1,3.250,171.059998,-1.000000,0.000000,0.000000,1,0.000,0.000,0.000,1177,3153,1668,4470,2414,5216,2416,5218,-1,-1,-1,-1
benchmarks/ode.abc.blif,14,0,3,2417,5219,36,1,1,O2A1O1Ixp33_ASAP7_75t_L,4,3.250,1,3.250,162.369995,162.369980,-0.000015,0.000000,13,0.000,0.000,0.000,1669,4471,2334,5204,2411,5215,2416,5218,-1,-1,-1,-1
benchmarks/ode.abc.blif,15,1,3,2427,5229,39,1,0,OAI211xp5_ASAP7_75t_L,4,4.500,1,4.500,173.970001,174.049973,0.079971,1.400000,10,0.000,0.000,0.000,2270,5070,2335,4729,2417,5219,2421,5223,-1,-1,-1,-1
benchmarks/ode.abc.blif,16,1,3,2427,5229,39,1,1,NOR2xp33_ASAP7_75t_L,2,7.500,5,1.500,183.440018,-1.000000,0.000000,0.930000,3,0.000,0.000,0.000,2270,5070,2424,5226,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/ode.abc.blif,17,0,0,2417,5219,36,1,0,A2O1A1Ixp33_ASAP7_75t_L,4,3.250,1,3.250,163.529999,-1.000000,0.000000,1202.093140,2,2.818,2.818,0.627,1669,4471,2334,5204,2411,5215,2416,5218,-1,-1,-1,-1
benchmarks/ode.abc.blif,18,0,0,2417,5219,36,1,1,O2A1O1Ixp33_ASAP7_75t_L,4,3.250,1,3.250,162.399994,-1.000000,0.000000,1022.969727,13,2.818,2.818,0.627,1669,4471,2334,5204,2411,5215,2416,5218,-1,-1,-1,-1
benchmarks/ode.abc.blif,19,1,0,2427,5229,39,1,0,OAI211xp5_ASAP7_75t_L,4,4.500,1,4.500,174.000000,-1.000000,0.000000,2054.423340,10,3.475,2.818,0.627,2270,5070,2335,4729,2417,5219,2421,5223,-1,-1,-1,-1
benchmarks/ode.abc.blif,20,1,0,2427,5229,39,1,1,AOI211xp5_ASAP7_75t_L,4,4.500,1,4.500,176.000000,-1.000000,0.000000,2412.618408,5,3.475,2.818,0.627,2270,5070,2335,4729,2417,5219,2421,5223,-1,-1,-1,-1
benchmarks/ode.abc.blif,21,0,1,2417,5219,36,1,0,A2O1A1Ixp33_ASAP7_75t_L,4,3.250,1,3.250,164.730011,165.950027,1.220016,84.630318,2,2.818,2.818,0.627,1669,4471,2334,5204,2411,5215,2416,5218,-1,-1,-1,-1
benchmarks/ode.abc.blif,22,0,1,2417,5219,36,1,1,O2A1O1Ixp33_ASAP7_75t_L,4,3.250,1,3.250,162.399994,162.400009,0.000015,69.111443,13,2.818,2.818,0.627,1669,4471,2334,5204,2411,5215,2416,5218,-1,-1,-1,-1
benchmarks/ode.abc.blif,23,1,1,2427,5229,39,1,0,OAI211xp5_ASAP7_75t_L,4,4.500,1,4.500,174.000000,174.170029,0.170029,44.730148,10,3.475,2.818,0.627,2270,5070,2335,4729,2417,5219,2421,5223,-1,-1,-1,-1
benchmarks/ode.abc.blif,24,1,1,2427,5229,39,1,1,OA211x2_ASAP7_75t_L,4,4.500,1,4.500,177.339996,178.420029,1.080032,45.200150,10,3.475,2.818,0.627,2270,5070,2335,4729,2417,5219,2421,5223,-1,-1,-1,-1
benchmarks/ode.abc.blif,25,0,2,2417,5219,36,1,0,A2O1A1Ixp33_ASAP7_75t_L,4,3.250,1,3.250,171.059998,-1.000000,0.000000,0.000000,1,2.818,2.818,0.627,1177,3153,1668,4470,2414,5216,2416,5218,-1,-1,-1,-1
benchmarks/ode.abc.blif,26,0,2,2417,5219,36,1,1,O2A1O1Ixp33_ASAP7_75t_L,4,3.250,1,3.250,162.369995,162.400009,0.030014,0.000000,13,2.818,2.818,0.627,1669,4471,2334,5204,2411,5215,2416,5218,-1,-1,-1,-1
benchmarks/ode.abc.blif,27,1,2,2427,5229,39,1,0,OAI211xp5_ASAP7_75t_L,4,4.500,1,4.500,173.970001,174.070023,0.100021,1.400000,10,3.475,2.818,0.627,2270,5070,2335,4729,2417,5219,2421,5223,-1,-1,-1,-1
benchmarks/ode.abc.blif,28,1,2,2427,5229,39,1,1,NOR2xp33_ASAP7_75t_L,2,7.500,5,1.500,185.530014,-1.000000,0.000000,0.930000,3,3.475,2.818,0.627,2270,5070,2424,5226,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/ode.abc.blif,29,0,3,2417,5219,36,1,0,A2O1A1Ixp33_ASAP7_75t_L,4,3.250,1,3.250,171.059998,-1.000000,0.000000,0.000000,1,2.818,2.818,0.627,1177,3153,1668,4470,2414,5216,2416,5218,-1,-1,-1,-1
benchmarks/ode.abc.blif,30,0,3,2417,5219,36,1,1,O2A1O1Ixp33_ASAP7_75t_L,4,3.250,1,3.250,162.369995,162.369980,-0.000015,0.000000,13,2.818,2.818,0.627,1669,4471,2334,5204,2411,5215,2416,5218,-1,-1,-1,-1
benchmarks/ode.abc.blif,31,1,3,2427,5229,39,1,0,OAI211xp5_ASAP7_75t_L,4,4.500,1,4.500,173.970001,174.049973,0.079971,1.400000,10,3.475,2.818,0.627,2270,5070,2335,4729,2417,5219,2421,5223,-1,-1,-1,-1
benchmarks/ode.abc.blif,32,1,3,2427,5229,39,1,1,NOR2xp33_ASAP7_75t_L,2,7.500,5,1.500,183.440018,-1.000000,0.000000,0.930000,3,3.475,2.818,0.627,2270,5070,2424,5226,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/or1200.abc.blif,1,0,0,9641,11491,7,2,0,A2O1A1Ixp33_ASAP7_75t_L,4,3.250,1,3.250,37.930000,-1.000000,0.000000,5.493999,13,0.000,0.000,0.000,9312,11162,9318,11168,9635,11485,9640,11490,-1,-1,-1,-1
benchmarks/or1200.abc.blif,2,0,0,9641,11491,7,2,1,AOI21xp33_ASAP7_75t_L,3,39.000,2,19.500,37.560001,-1.000000,0.000000,5.124534,1,0.000,0.000,0.000,9319,11169,9635,11485,9640,11490,-1,-1,-1,-1,-1,-1
benchmarks/or1200.abc.blif,3,1,0,11983,13829,8,4,0,NAND2xp33_ASAP7_75t_L,2,2.500,5,0.500,45.500000,-1.000000,0.000000,4.962869,2,0.000,0.000,0.000,9641,11491,11978,13828,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/or1200.abc.blif,4,1,0,11983,13829,8,4,1,A2O1A1O1Ixp25_ASAP7_75t_L,5,31.200,1,31.200,40.639999,-1.000000,0.000000,3.954534,6,0.000,0.000,0.000,619,1193,718,1490,9319,11169,9635,11485,9640,11490,-1,-1
benchmarks/or1200.abc.blif,5,0,1,9641,11491,7,2,0,A2O1A1Ixp33_ASAP7_75t_L,4,17.250,1,17.250,60.559998,160.950363,100.390366,1.918759,12,0.000,0.000,0.000,619,1193,886,1994,9636,11486,9639,11489,-1,-1,-1,-1
benchmarks/or1200.abc.blif,6,0,1,9641,11491,7,2,1,O2A1O1Ixp33_ASAP7_75t_L,4,17.250,1,17.250,66.919998,410.270111,343.350098,1.868519,3,0.000,0.000,0.000,619,1193,886,1994,9636,11486,9639,11489,-1,-1,-1,-1
benchmarks/or1200.abc.blif,7,1,1,11983,13829,8,4,0,NAND2xp33_ASAP7_75t_L,2,2.500,5,0.500,74.860001,418.210114,343.350098,2.393512,2,0.000,0.000,0.000,9641,11491,11978,13828,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/or1200.abc.blif,8,1,1,11983,13829,8,4,1,NOR2xp33_ASAP7_75t_L,2,2.500,5,0.500,68.860001,161.190353,92.330353,2.285394,1,0.000,0.000,0.000,9641,11491,11978,13828,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/or1200.abc.blif,9,0,2,9641,11491,7,2,0,A2O1A1Ixp33_ASAP7_75t_L,4,17.250,1,17.250,60.520000,60.650364,0.130363,0.000000,12,0.000,0.000,0.000,619,1193,886,1994,9636,11486,9639,11489,-1,-1,-1,-1
benchmarks/or1200.abc.blif,10,1,2,11983,13829,8,4,1,NOR2xp33_ASAP7_75t_L,2,2.500,5,0.500,68.820000,68.950363,0.130363,0.930000,1,0.000,0.000,0.000,9641,11491,11978,13828,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/or1200.abc.blif,11,0,3,9641,11491,7,2,0,A2O1A1Ixp33_ASAP7_75t_L,4,17.250,1,17.250,60.520000,61.370213,0.850212,0.000000,12,0.000,0.000,0.000,619,1193,886,1994,9636,11486,9639,11489,-1,-1,-1,-1
benchmarks/or1200.abc.blif,12,1,3,11983,13829,8,4,1,NOR2xp33_ASAP7_75t_L,2,2.500,5,0.500,68.820000,69.670212,0.850212,0.930000,1,0.000,0.000,0.000,9641,11491,11978,13828,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/or1200.abc.blif,13,0,0,9641,11491,7,2,0,A2O1A1Ixp33_ASAP7_75t_L,4,3.250,1,3.250,37.930000,-1.000000,0.000000,5.493999,13,1.187,1.196,0.733,9312,11162,9318,11168,9635,11485,9640,11490,-1,-1,-1,-1
benchmarks/or1200.abc.blif,14,0,0,9641,11491,7,2,1,AOI21xp33_ASAP7_75t_L,3,39.000,2,19.500,37.560001,-1.000000,0.000000,5.124534,1,1.187,1.382,0.733,9319,11169,9635,11485,9640,11490,-1,-1,-1,-1,-1,-1
benchmarks/or1200.abc.blif,15,1,0,11983,13829,8,4,0,NAND2xp33_ASAP7_75t_L,2,2.500,5,0.500,45.500000,-1.000000,0.000000,4.962869,2,1.051,1.187,0.733,9641,11491,11978,13828,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/or1200.abc.blif,16,1,0,11983,13829,8,4,1,A2O1A1O1Ixp25_ASAP7_75t_L,5,31.200,1,31.200,40.639999,-1.000000,0.000000,3.954534,6,1.051,1.382,0.733,619,1193,718,1490,9319,11169,9635,11485,9640,11490,-1,-1
benchmarks/or1200.abc.blif,17,0,1,9641,11491,7,2,0,A2O1A1Ixp33_ASAP7_75t_L,4,17.250,1,17.250,60.559998,160.950363,100.390366,1.918759,12,1.187,1.879,0.733,619,1193,886,1994,9636,11486,9639,11489,-1,-1,-1,-1
benchmarks/or1200.abc.blif,18,0,1,9641,11491,7,2,1,O2A1O1Ixp33_ASAP7_75t_L,4,17.250,1,17.250,66.919998,410.270111,343.350098,1.868519,3,1.187,1.879,0.733,619,1193,886,1994,9636,11486,9639,11489,-1,-1,-1,-1
benchmarks/or1200.abc.blif,19,1,1,11983,13829,8,4,0,NAND2xp33_ASAP7_75t_L,2,2.500,5,0.500,74.860001,418.210114,343.350098,2.393512,2,1.051,1.187,0.733,9641,11491,11978,13828,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/or1200.abc.blif,20,1,1,11983,13829,8,4,1,NOR2xp33_ASAP7_75t_L,2,2.500,5,0.500,68.860001,161.190353,92.330353,2.285394,1,1.051,1.187,0.733,9641,11491,11978,13828,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/or1200.abc.blif,21,0,2,9641,11491,7,2,0,A2O1A1Ixp33_ASAP7_75t_L,4,17.250,1,17.250,60.520000,60.650364,0.130363,0.000000,12,1.187,1.879,0.733,619,1193,886,1994,9636,11486,9639,11489,-1,-1,-1,-1
benchmarks/or1200.abc.blif,22,1,2,11983,13829,8,4,1,NOR2xp33_ASAP7_75t_L,2,2.500,5,0.500,68.820000,68.950363,0.130363,0.930000,1,1.051,1.187,0.733,9641,11491,11978,13828,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/or1200.abc.blif,23,0,3,9641,11491,7,2,0,A2O1A1Ixp33_ASAP7_75t_L,4,17.250,1,17.250,60.520000,61.370213,0.850212,0.000000,12,1.187,1.879,0.733,619,1193,886,1994,9636,11486,9639,11489,-1,-1,-1,-1
benchmarks/or1200.abc.blif,24,1,3,11983,13829,8,4,1,NOR2xp33_ASAP7_75t_L,2,2.500,5,0.500,68.820000,69.670212,0.850212,0.930000,1,1.051,1.187,0.733,9641,11491,11978,13828,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,1,0,0,14582,18002,3,5,0,NAND2xp33_ASAP7_75t_L,2,13.000,5,2.600,29.340000,-1.000000,0.000000,1.185787,0,0.000,0.000,0.000,14422,17827,14447,17848,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,2,0,0,14582,18002,3,5,1,NOR2xp33_ASAP7_75t_L,2,13.000,5,2.600,25.640001,-1.000000,0.000000,1.109413,3,0.000,0.000,0.000,14422,17827,14447,17848,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,3,1,0,14992,18467,8,2,0,OAI21xp33_ASAP7_75t_L,3,2.667,2,1.333,43.110001,-1.000000,0.000000,6.861123,7,0.000,0.000,0.000,14978,18444,14981,18447,14991,18462,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,4,1,0,14992,18467,8,2,1,AOI31xp33_ASAP7_75t_L,4,3.750,1,3.750,43.299999,-1.000000,0.000000,6.170280,0,0.000,0.000,0.000,14540,17961,14582,18002,14981,18447,14991,18462,-1,-1,-1,-1
benchmarks/syn2.abc.blif,5,0,1,14582,18002,3,5,0,NAND2xp33_ASAP7_75t_L,2,13.000,5,2.600,31.070002,32.630013,1.560011,1.120471,0,0.000,0.000,0.000,14422,17827,14447,17848,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,6,0,1,14582,18002,3,5,1,NOR2xp33_ASAP7_75t_L,2,13.000,5,2.600,25.640001,27.970030,2.330029,1.075900,3,0.000,0.000,0.000,14422,17827,14447,17848,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,7,1,1,14992,18467,8,2,0,OAI21xp33_ASAP7_75t_L,3,2.667,2,1.333,43.950001,45.440029,1.490028,4.906833,7,0.000,0.000,0.000,14978,18444,14981,18447,14991,18462,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,8,1,1,14992,18467,8,2,1,AOI31xp33_ASAP7_75t_L,4,3.750,1,3.750,43.299999,46.440010,3.140011,3.995509,0,0.000,0.000,0.000,14540,17961,14582,18002,14981,18447,14991,18462,-1,-1,-1,-1
benchmarks/syn2.abc.blif,9,0,2,14582,18002,3,5,0,NAND2xp33_ASAP7_75t_L,2,13.000,5,2.600,31.070002,35.950005,4.880003,0.930000,0,0.000,0.000,0.000,14422,17827,14447,17848,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,10,0,2,14582,18002,3,5,1,NOR2xp33_ASAP7_75t_L,2,13.000,5,2.600,25.640001,27.820007,2.180006,0.930000,3,0.000,0.000,0.000,14422,17827,14447,17848,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,11,1,2,14992,18467,8,2,0,OAI21xp33_ASAP7_75t_L,3,2.667,2,1.333,44.430000,45.370007,0.940006,4.900000,7,0.000,0.000,0.000,14978,18444,14981,18447,14991,18462,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,12,1,2,14992,18467,8,2,1,AOI31xp33_ASAP7_75t_L,4,3.750,1,3.750,43.299999,45.620010,2.320011,3.730000,0,0.000,0.000,0.000,14540,17961,14582,18002,14981,18447,14991,18462,-1,-1,-1,-1
benchmarks/syn2.abc.blif,13,0,3,14582,18002,3,5,1,NOR2xp33_ASAP7_75t_L,2,13.000,5,2.600,25.919998,27.749994,1.829996,0.930000,3,0.000,0.000,0.000,14422,17827,14447,17848,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,14,1,3,14992,18467,8,2,0,OAI22xp33_ASAP7_75t_L,4,3.500,1,3.500,45.599995,45.629993,0.029999,3.270000,11,0.000,0.000,0.000,14978,18444,14981,18447,14983,18460,14990,18461,-1,-1,-1,-1
benchmarks/syn2.abc.blif,15,1,3,14992,18467,8,2,1,AOI31xp33_ASAP7_75t_L,4,3.750,1,3.750,43.299999,46.119995,2.819996,2.800000,0,0.000,0.000,0.000,14540,17961,14582,18002,14981,18447,14991,18462,-1,-1,-1,-1
